dataset_key,year,col_idx,cells_total,rows_distintos,numeric_ratio,unique_values_capped,top_values_json
2013/Formato CSV/2013_VehículosMatriculadosBDD.sav.csv,2013,7,1719598,50000,0.999999,621,"[{""value"": "".75"", ""count"": 804721}, {""value"": "".25"", ""count"": 343088}, {""value"": ""1"", ""count"": 158937}, {""value"": "".5"", ""count"": 135690}, {""value"": ""2"", ""count"": 48488}, {""value"": ""1.25"", ""count"": 29387}, {""value"": ""1.5"", ""count"": 20218}, {""value"": ""2.8"", ""count"": 13940}, {""value"": ""3.5"", ""count"": 12778}, {""value"": ""6"", ""count"": 10483}]"
2013/Formato CSV/2013_VehículosMatriculadosBDD.sav.csv,2013,8,1719598,50000,0.999999,74,"[{""value"": ""5"", ""count"": 976982}, {""value"": ""1"", ""count"": 351550}, {""value"": ""2"", ""count"": 251925}, {""value"": ""3"", ""count"": 61118}, {""value"": ""7"", ""count"": 20710}, {""value"": ""10"", ""count"": 17135}, {""value"": ""8"", ""count"": 16603}, {""value"": ""4"", ""count"": 7701}, {""value"": ""6"", ""count"": 5520}, {""value"": ""40"", ""count"": 1814}]"
2013/Formato CSV/2013_VehículosMatriculadosBDD.sav.csv,2013,9,1719598,50000,0.0,6,"[{""value"": ""1/4 A 3"", ""count"": 1624291}, {""value"": ""3 1/4 A 6"", ""count"": 49036}, {""value"": ""6 1/4 A 10"", ""count"": 20470}, {""value"": ""15 1/4 Y MÁS"", ""count"": 14301}, {""value"": ""10 1/4 A 15"", ""count"": 11499}, {""value"": ""ESTRATONE"", ""count"": 1}]"
2013/Formato CSV/2013_VehículosMatriculadosBDD.sav.csv,2013,10,1719598,50000,0.0,6,"[{""value"": ""1 A 10"", ""count"": 1709939}, {""value"": ""41 Y MÁS"", ""count"": 4400}, {""value"": ""31 A 40"", ""count"": 3220}, {""value"": ""21 A 30"", ""count"": 1114}, {""value"": ""11 A 20"", ""count"": 924}, {""value"": ""ESTRASIENTOS"", ""count"": 1}]"
2014/Formanto CSV/2014_VehículosMatriculadosBDD.csv,2014,1,550472,50000,0.0,24,"[{""value"": ""PICHINCHA"", ""count"": 209895}, {""value"": ""GUAYAS"", ""count"": 91565}, {""value"": ""MANABI"", ""count"": 38144}, {""value"": ""AZUAY"", ""count"": 32523}, {""value"": ""TUNGURAHUA"", ""count"": 29565}, {""value"": ""IMBABURA"", ""count"": 20449}, {""value"": ""EL ORO"", ""count"": 16613}, {""value"": ""CHIMBORAZO"", ""count"": 16557}, {""value"": ""COTOPAXI"", ""count"": 14899}, {""value"": ""LOJA"", ""count"": 13911}]"
2014/Formanto CSV/2014_VehículosMatriculadosBDD.csv,2014,2,550473,50000,0.0,6,"[{""value"": ""PARTICULAR"", ""count"": 515901}, {""value"": ""ALQUILER"", ""count"": 30368}, {""value"": ""ESTADO"", ""count"": 3684}, {""value"": ""MUNICIPIO"", ""count"": 410}, {""value"": ""GOBIERNOS SECCIONALES"", ""count"": 83}, {""value"": ""OTROS"", ""count"": 27}]"
2014/Formanto CSV/2014_VehículosMatriculadosBDD.csv,2014,3,550473,50000,0.0,12,"[{""value"": ""Automóvil"", ""count"": 322544}, {""value"": ""Jeep"", ""count"": 125601}, {""value"": ""Camioneta"", ""count"": 40793}, {""value"": ""Furgoneta C"", ""count"": 28241}, {""value"": ""Furgoneta P"", ""count"": 21574}, {""value"": ""Autobus"", ""count"": 11300}, {""value"": ""Camión"", ""count"": 248}, {""value"": ""Otra Clase"", ""count"": 109}, {""value"": ""Motocicleta"", ""count"": 30}, {""value"": ""Volqueta"", ""count"": 15}]"
2014/Formanto CSV/2014_VehículosMatriculadosBDD.csv,2014,4,550473,50000,0.0,5,"[{""value"": ""Gasolina"", ""count"": 510506}, {""value"": ""Diesel"", ""count"": 37193}, {""value"": ""Híbrido"", ""count"": 2523}, {""value"": ""Gas liquado de petróleo"", ""count"": 237}, {""value"": ""Eléctrico"", ""count"": 14}]"
2014/Formanto CSV/2014_VehículosMatriculadosBDD.csv,2014,5,550473,50000,0.0,84,"[{""value"": ""CHEVROLET"", ""count"": 94099}, {""value"": ""HYUNDAI"", ""count"": 82944}, {""value"": ""KIA"", ""count"": 59332}, {""value"": ""NISSAN"", ""count"": 49044}, {""value"": ""MAZDA"", ""count"": 43023}, {""value"": ""VOLKSWAGEN"", ""count"": 32240}, {""value"": ""FORD"", ""count"": 28830}, {""value"": ""RENAULT"", ""count"": 24534}, {""value"": ""TOYOTA"", ""count"": 18031}, {""value"": ""MITSUBISHI"", ""count"": 17615}]"
2014/Formanto CSV/2014_VehículosMatriculadosBDD.csv,2014,6,550473,50000,0.732592,13,"[{""value"": ""2003 y anteriores"", ""count"": 147201}, {""value"": ""2013"", ""count"": 50671}, {""value"": ""2011"", ""count"": 48398}, {""value"": ""2012"", ""count"": 46194}, {""value"": ""2009"", ""count"": 41252}, {""value"": ""2014"", ""count"": 36699}, {""value"": ""2010"", ""count"": 34441}, {""value"": ""2007"", ""count"": 33624}, {""value"": ""2008"", ""count"": 29643}, {""value"": ""2006"", ""count"": 27837}]"
2014/Formanto CSV/2014_VehículosMatriculadosBDD.csv,2014,7,550473,50000,1.0,69,"[{""value"": ""5"", ""count"": 474438}, {""value"": ""7"", ""count"": 23176}, {""value"": ""10"", ""count"": 18747}, {""value"": ""8"", ""count"": 16480}, {""value"": ""6"", ""count"": 5568}, {""value"": ""40"", ""count"": 2250}, {""value"": ""42"", ""count"": 1195}, {""value"": ""45"", ""count"": 1146}, {""value"": ""50"", ""count"": 846}, {""value"": ""30"", ""count"": 511}]"
2014/Formanto CSV/2014_VehículosMatriculadosBDD.csv,2014,8,550473,50000,1.0,304,"[{""value"": "".75"", ""count"": 349372}, {""value"": "".5"", ""count"": 137484}, {""value"": ""1"", ""count"": 15171}, {""value"": "".379999995231628"", ""count"": 7968}, {""value"": ""1.5"", ""count"": 3793}, {""value"": "".330000013113022"", ""count"": 3222}, {""value"": "".409999996423721"", ""count"": 3214}, {""value"": "".319999992847443"", ""count"": 2849}, {""value"": ""3.5"", ""count"": 2050}, {""value"": ""10"", ""count"": 1952}]"
2014/Formanto CSV/2014_VehículosMatriculadosBDD.csv,2014,9,550473,50000,0.0,5,"[{""value"": ""1/4 A 3"", ""count"": 537640}, {""value"": ""6 1/4 A 10"", ""count"": 4603}, {""value"": ""3 1/4 A 6"", ""count"": 4569}, {""value"": ""10 1/4 A 15"", ""count"": 2462}, {""value"": ""15 1/4 Y MÁS"", ""count"": 1199}]"
2014/Formanto CSV/2014_VehículosMatriculadosBDD.csv,2014,10,550473,50000,0.0,5,"[{""value"": ""0 A 10"", ""count"": 538874}, {""value"": ""41 Y MÁS"", ""count"": 5191}, {""value"": ""31 A 40"", ""count"": 4027}, {""value"": ""21 A 30"", ""count"": 1417}, {""value"": ""11 A 20"", ""count"": 964}]"
